Cấp quản lý,Chi tiết,Ca,Time,Volume,%Gán,%LTC,%Đóng kiện,%LC,Leadtime,Sản Lượng Lấy Thành Công,Sản Lượng Gán,Sản Lượng Chưa Gán,% Chưa Gán,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-04 - Thứ 3,74,100.00%,94.59%,78.38%,78.38%,10.34,58,74,0,0.00%,74,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-08 - Thứ 7,53,100.00%,94.34%,81.13%,88.68%,9.07,47,53,0,0.00%,53,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-14 - Thứ 6,44,100.00%,95.45%,54.55%,52.27%,11.88,23,44,0,0.00%,44,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-12 - Thứ 4,53,98.11%,90.57%,81.13%,79.25%,9.4,42,52,1,1.89%,53,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-13 - Thứ 5,42,100.00%,95.24%,90.48%,90.48%,7.97,38,42,0,0.00%,42,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,22,95.45%,95.45%,90.91%,90.91%,10.65,20,21,1,4.55%,22,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,28,92.86%,85.71%,82.14%,78.57%,10.87,22,26,2,7.14%,28,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-19 - Thứ 4,29,100.00%,100.00%,62.07%,58.62%,8.39,17,29,0,0.00%,29,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-18 - Thứ 3,36,94.44%,94.44%,83.33%,80.56%,7.27,29,34,2,5.56%,36,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-22 - Thứ 7,40,100.00%,95.00%,87.50%,87.50%,9.06,35,40,0,0.00%,40,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,52,100.00%,96.15%,88.46%,90.38%,7.54,47,52,0,0.00%,52,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-07-29 - Thứ 4,52,100.00%,88.46%,84.62%,84.62%,6.36,44,52,0,0.00%,52,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,57,100.00%,98.25%,54.39%,49.12%,5.19,28,57,0,0.00%,57,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-01 - Thứ 7,66,100.00%,89.39%,81.82%,86.36%,10.39,57,66,0,0.00%,66,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-17 - Thứ 2,66,100.00%,100.00%,74.24%,77.27%,8.18,51,66,0,0.00%,66,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-07-28 - Thứ 3,4,100.00%,75.00%,75.00%,75.00%,28,3,4,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-23 - Chủ Nhật,6,100.00%,100.00%,83.33%,83.33%,27.8,5,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-21 - Thứ 6,6,100.00%,83.33%,83.33%,66.67%,28.4,4,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-10 - Thứ 2,6,100.00%,83.33%,66.67%,66.67%,28.25,4,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-16 - Chủ Nhật,6,100.00%,100.00%,100.00%,66.67%,21.33,4,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-07 - Thứ 6,7,100.00%,100.00%,85.71%,85.71%,19.5,6,7,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-11 - Thứ 3,7,100.00%,85.71%,71.43%,57.14%,47,4,7,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-02 - Chủ Nhật,7,100.00%,71.43%,71.43%,71.43%,31.2,5,7,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-17 - Thứ 2,8,100.00%,87.50%,75.00%,75.00%,21,6,8,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-09 - Chủ Nhật,8,100.00%,87.50%,87.50%,87.50%,37.57,7,8,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-14 - Thứ 6,8,100.00%,87.50%,75.00%,87.50%,45,7,8,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-19 - Thứ 4,9,100.00%,100.00%,66.67%,77.78%,30,7,9,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-04 - Thứ 3,9,100.00%,100.00%,100.00%,88.89%,35.67,8,9,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-07-30 - Thứ 5,11,100.00%,63.64%,36.36%,45.45%,30.5,5,11,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-08 - Thứ 7,12,100.00%,100.00%,91.67%,83.33%,26.55,10,12,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-13 - Thứ 5,12,100.00%,100.00%,75.00%,75.00%,26.44,9,12,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-20 - Thứ 5,14,100.00%,100.00%,100.00%,92.86%,30,13,14,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-06 - Thứ 5,14,100.00%,100.00%,100.00%,100.00%,28.07,14,14,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-01 - Thứ 7,15,100.00%,100.00%,100.00%,100.00%,35.27,15,15,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-07-29 - Thứ 4,15,100.00%,93.33%,93.33%,93.33%,33.21,14,15,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-12 - Thứ 4,16,100.00%,100.00%,100.00%,93.75%,37.25,15,16,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-18 - Thứ 3,16,100.00%,100.00%,100.00%,93.75%,31.13,15,16,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-05 - Thứ 4,17,100.00%,100.00%,100.00%,100.00%,31.35,17,17,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-22 - Thứ 7,18,100.00%,100.00%,88.89%,94.44%,30.44,17,18,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-15 - Thứ 7,21,100.00%,100.00%,100.00%,95.24%,36.05,20,21,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-07-27 - Thứ 2,21,100.00%,100.00%,95.24%,100.00%,29.3,21,21,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-07-31 - Thứ 6,25,100.00%,100.00%,100.00%,100.00%,39.56,25,25,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-03 - Thứ 2,31,100.00%,100.00%,100.00%,96.77%,30.74,30,31,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-18 - Thứ 3,7,100.00%,100.00%,100.00%,100.00%,8.14,7,7,0,0.00%,7,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-07 - Thứ 6,10,100.00%,100.00%,100.00%,100.00%,6.8,10,10,0,0.00%,10,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-21 - Thứ 6,10,100.00%,100.00%,100.00%,100.00%,5.7,10,10,0,0.00%,10,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-01 - Thứ 7,11,100.00%,100.00%,72.73%,100.00%,6.88,11,11,0,0.00%,11,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-15 - Thứ 7,11,100.00%,90.91%,81.82%,90.91%,7.78,10,11,0,0.00%,11,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-07-27 - Thứ 2,13,100.00%,100.00%,92.31%,100.00%,7.75,13,13,0,0.00%,13,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-04 - Thứ 3,13,100.00%,92.31%,92.31%,92.31%,6.17,12,13,0,0.00%,13,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-08 - Thứ 7,13,92.31%,92.31%,92.31%,92.31%,8.42,12,12,1,7.69%,13,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-17 - Thứ 2,14,100.00%,85.71%,78.57%,85.71%,6.91,12,14,0,0.00%,14,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-10 - Thứ 2,14,100.00%,100.00%,100.00%,100.00%,2.71,14,14,0,0.00%,14,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-12 - Thứ 4,14,100.00%,85.71%,85.71%,85.71%,9.75,12,14,0,0.00%,14,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-19 - Thứ 4,15,100.00%,93.33%,86.67%,93.33%,7.15,14,15,0,0.00%,15,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-07-30 - Thứ 5,15,100.00%,100.00%,100.00%,100.00%,9.2,15,15,0,0.00%,15,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-07-28 - Thứ 3,15,100.00%,93.33%,86.67%,93.33%,7.92,14,15,0,0.00%,15,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-03 - Thứ 2,15,100.00%,93.33%,46.67%,93.33%,7.86,14,15,0,0.00%,15,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,17,100.00%,100.00%,100.00%,100.00%,5.71,17,17,0,0.00%,17,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,17,100.00%,94.12%,82.35%,88.24%,10.21,15,17,0,0.00%,17,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-05 - Thứ 4,18,100.00%,88.89%,72.22%,88.89%,10.77,16,18,0,0.00%,18,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-06 - Thứ 5,18,100.00%,100.00%,66.67%,100.00%,4.92,18,18,0,0.00%,18,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-07-31 - Thứ 6,19,100.00%,94.74%,94.74%,94.74%,9.89,18,19,0,0.00%,19,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-07-29 - Thứ 4,20,100.00%,95.00%,90.00%,95.00%,5.5,19,20,0,0.00%,20,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-13 - Thứ 5,20,100.00%,100.00%,75.00%,90.00%,7.6,18,20,0,0.00%,20,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-22 - Thứ 7,22,100.00%,100.00%,81.82%,100.00%,4.94,22,22,0,0.00%,22,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,23,100.00%,100.00%,100.00%,91.30%,7.7,21,23,0,0.00%,23,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-20 - Thứ 5,23,100.00%,100.00%,95.65%,95.65%,9.41,22,23,0,0.00%,23,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-11 - Thứ 3,23,100.00%,100.00%,91.30%,100.00%,6.29,23,23,0,0.00%,23,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,28,100.00%,96.43%,85.71%,92.86%,6.88,26,28,0,0.00%,28,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-14 - Thứ 6,28,100.00%,92.86%,71.43%,85.71%,6.6,24,28,0,0.00%,28,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-07-27 - Thứ 2,1,100.00%,0.00%,0.00%,0.00%,,0,1,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-07-28 - Thứ 3,1,100.00%,0.00%,0.00%,0.00%,,0,1,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-07-31 - Thứ 6,1,100.00%,0.00%,0.00%,0.00%,,0,1,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-12 - Thứ 4,1,100.00%,0.00%,0.00%,0.00%,,0,1,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-23 - Chủ Nhật,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-20 - Thứ 5,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-19 - Thứ 4,2,100.00%,50.00%,50.00%,50.00%,51,1,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-07-30 - Thứ 5,2,100.00%,50.00%,50.00%,50.00%,26,1,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-07-29 - Thứ 4,2,100.00%,50.00%,50.00%,50.00%,24,1,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-01 - Thứ 7,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-09 - Chủ Nhật,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-07 - Thứ 6,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-22 - Thứ 7,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-02 - Chủ Nhật,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-08 - Thứ 7,2,100.00%,0.00%,0.00%,0.00%,,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-17 - Thứ 2,3,100.00%,33.33%,33.33%,33.33%,26,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-05 - Thứ 4,3,100.00%,33.33%,33.33%,33.33%,25,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-11 - Thứ 3,3,100.00%,66.67%,66.67%,0.00%,6,0,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-16 - Chủ Nhật,3,100.00%,33.33%,33.33%,33.33%,29,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-06 - Thứ 5,3,100.00%,33.33%,33.33%,33.33%,28,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-03 - Thứ 2,3,100.00%,33.33%,33.33%,33.33%,27,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-21 - Thứ 6,3,100.00%,33.33%,33.33%,0.00%,11,0,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-04 - Thứ 3,3,100.00%,33.33%,33.33%,33.33%,33,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-10 - Thứ 2,4,100.00%,50.00%,50.00%,0.00%,6,0,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-14 - Thứ 6,4,100.00%,50.00%,50.00%,50.00%,28,2,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-13 - Thứ 5,4,100.00%,50.00%,25.00%,50.00%,25,2,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-18 - Thứ 3,4,100.00%,25.00%,0.00%,25.00%,,1,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-15 - Thứ 7,5,100.00%,60.00%,60.00%,20.00%,10,1,5,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-01 - Thứ 7,126,99.21%,94.44%,92.86%,93.65%,6.88,118,125,1,0.79%,126,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-18 - Thứ 3,118,90.68%,78.81%,77.97%,77.97%,9.97,92,107,11,9.32%,118,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,137,98.54%,75.18%,71.53%,75.18%,7.16,103,135,2,1.46%,137,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-07-28 - Thứ 3,142,99.30%,85.92%,85.21%,85.92%,6.44,122,141,1,0.70%,142,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-15 - Thứ 7,127,94.49%,88.98%,88.19%,88.98%,7.37,113,120,7,5.51%,127,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-03 - Thứ 2,229,99.56%,92.58%,91.70%,91.70%,14.04,210,228,1,0.44%,229,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-17 - Thứ 2,142,92.25%,83.10%,81.69%,81.69%,9.1,116,131,11,7.75%,142,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-05 - Thứ 4,107,100.00%,87.85%,84.11%,87.85%,8.44,94,107,0,0.00%,107,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,141,97.87%,90.07%,90.07%,88.65%,9.48,125,138,3,2.13%,141,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-20 - Thứ 5,114,100.00%,76.32%,76.32%,76.32%,9.18,87,114,0,0.00%,114,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-07 - Thứ 6,141,99.29%,93.62%,87.94%,92.91%,8.54,131,140,1,0.71%,141,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-19 - Thứ 4,99,96.97%,86.87%,85.86%,86.87%,8.76,86,96,3,3.03%,99,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-11 - Thứ 3,165,93.33%,87.27%,86.67%,86.67%,8.92,143,154,11,6.67%,165,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-22 - Thứ 7,115,98.26%,86.09%,85.22%,85.22%,9.48,98,113,2,1.74%,115,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-21 - Thứ 6,138,100.00%,81.88%,80.43%,81.16%,7.5,112,138,0,0.00%,138,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-07-31 - Thứ 6,137,98.54%,97.08%,95.62%,95.62%,13.16,131,135,2,1.46%,137,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-10 - Thứ 2,149,95.30%,82.55%,79.87%,81.21%,8.19,121,142,7,4.70%,149,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,83,96.39%,89.16%,84.34%,86.75%,6.91,72,80,3,3.61%,83,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-07-30 - Thứ 5,141,100.00%,92.91%,91.49%,92.20%,7.41,130,141,0,0.00%,141,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,122,90.98%,78.69%,75.41%,77.05%,9.75,94,111,11,9.02%,122,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-06 - Thứ 5,111,99.10%,90.09%,88.29%,89.19%,9,99,110,1,0.90%,111,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-07-27 - Thứ 2,99,100.00%,88.89%,88.89%,88.89%,6.95,88,99,0,0.00%,99,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-04 - Thứ 3,141,99.29%,95.04%,91.49%,94.33%,12.19,133,140,1,0.71%,141,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-08 - Thứ 7,156,98.72%,90.38%,87.82%,89.74%,8.97,140,154,2,1.28%,156,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-14 - Thứ 6,120,97.50%,90.00%,87.50%,90.00%,10.37,108,117,3,2.50%,120,Bình Thuận,NTB,AM Khánh
