Cấp quản lý,Chi tiết,Ca,Time,Volume,%Gán,%LTC,%Đóng kiện,%LC,Leadtime,Sản Lượng Lấy Thành Công,Sản Lượng Gán,Sản Lượng Chưa Gán,% Chưa Gán,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-21 - Thứ 6,51,100.00%,94.12%,54.90%,0.6667,8.64,48,51,0,0.00%,51,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-08 - Thứ 7,53,100.00%,94.34%,81.13%,0.8868,9.07,50,53,0,0.00%,53,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-28 - Thứ 6,51,100.00%,98.04%,90.20%,0.8627,7.3,50,51,0,0.00%,51,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-06 - Thứ 5,64,100.00%,100.00%,96.88%,0.9063,7.31,64,64,0,0.00%,64,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-14 - Thứ 6,44,100.00%,95.45%,54.55%,0.5227,11.88,42,44,0,0.00%,44,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-04 - Thứ 3,74,100.00%,94.59%,78.38%,0.7838,10.34,70,74,0,0.00%,74,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-26 - Thứ 4,43,97.67%,95.35%,69.77%,0.6977,16.07,41,42,1,2.33%,43,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,22,95.45%,95.45%,90.91%,0.9091,10.65,21,21,1,4.55%,22,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,28,92.86%,85.71%,82.14%,0.7857,10.87,24,26,2,7.14%,28,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-19 - Thứ 4,29,100.00%,100.00%,62.07%,0.5862,8.39,29,29,0,0.00%,29,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-25 - Thứ 3,32,100.00%,96.88%,87.50%,0.9063,11.79,31,32,0,0.00%,32,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-18 - Thứ 3,36,94.44%,94.44%,83.33%,0.8056,7.27,34,34,2,5.56%,36,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-22 - Thứ 7,40,100.00%,95.00%,87.50%,0.875,9.06,38,40,0,0.00%,40,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,57,100.00%,98.25%,54.39%,0.4912,5.19,56,57,0,0.00%,57,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-25 - Thứ 3,2,100.00%,100.00%,100.00%,1,54,2,2,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-24 - Thứ 2,3,100.00%,100.00%,66.67%,0.3333,35,3,3,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-26 - Thứ 4,3,100.00%,100.00%,100.00%,1,28,3,3,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-10 - Thứ 2,6,100.00%,83.33%,66.67%,0.6667,28.25,5,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-23 - Chủ Nhật,6,100.00%,100.00%,83.33%,0.8333,27.8,6,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-21 - Thứ 6,6,100.00%,83.33%,83.33%,0.6667,28.4,5,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-16 - Chủ Nhật,6,100.00%,100.00%,100.00%,0.6667,21.33,6,6,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-02 - Chủ Nhật,7,100.00%,71.43%,71.43%,0.7143,31.2,5,7,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-07 - Thứ 6,7,100.00%,100.00%,85.71%,0.8571,19.5,7,7,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-11 - Thứ 3,7,100.00%,85.71%,71.43%,0.5714,47,6,7,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-09 - Chủ Nhật,8,100.00%,87.50%,87.50%,0.875,37.57,7,8,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-17 - Thứ 2,8,100.00%,87.50%,75.00%,0.75,21,7,8,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-14 - Thứ 6,8,100.00%,87.50%,75.00%,0.875,45,7,8,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-19 - Thứ 4,9,100.00%,100.00%,66.67%,0.7778,30,9,9,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-04 - Thứ 3,9,100.00%,100.00%,100.00%,0.8889,35.67,9,9,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-29 - Thứ 7,12,100.00%,100.00%,66.67%,0.5833,22.5,12,12,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-13 - Thứ 5,12,100.00%,100.00%,75.00%,0.75,26.44,12,12,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-08 - Thứ 7,12,100.00%,100.00%,91.67%,0.8333,26.55,12,12,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-27 - Thứ 5,13,100.00%,100.00%,100.00%,0.9231,26.46,13,13,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-20 - Thứ 5,14,100.00%,100.00%,100.00%,0.9286,30,14,14,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-06 - Thứ 5,14,100.00%,100.00%,100.00%,1,28.07,14,14,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-12 - Thứ 4,16,100.00%,100.00%,100.00%,0.9375,37.25,16,16,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-18 - Thứ 3,16,100.00%,100.00%,100.00%,0.9375,31.13,16,16,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-05 - Thứ 4,17,100.00%,100.00%,100.00%,1,31.35,17,17,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-22 - Thứ 7,18,100.00%,100.00%,88.89%,0.9444,30.44,18,18,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-28 - Thứ 6,19,100.00%,84.21%,84.21%,0.7895,27.13,16,19,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-15 - Thứ 7,21,100.00%,100.00%,100.00%,0.9524,36.05,21,21,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận,Hàng Tồn,2026-08-03 - Thứ 2,31,100.00%,100.00%,100.00%,0.9677,30.74,31,31,0,0.00%,0,Bình Thuận,NTB,AM Nhựt
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-18 - Thứ 3,7,100.00%,100.00%,100.00%,1,8.14,7,7,0,0.00%,7,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-07 - Thứ 6,10,100.00%,100.00%,100.00%,1,6.8,10,10,0,0.00%,10,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-21 - Thứ 6,10,100.00%,100.00%,100.00%,1,5.7,10,10,0,0.00%,10,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-15 - Thứ 7,11,100.00%,90.91%,81.82%,0.9091,7.78,10,11,0,0.00%,11,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-25 - Thứ 3,12,100.00%,83.33%,83.33%,0.8333,7.7,10,12,0,0.00%,12,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-26 - Thứ 4,12,100.00%,91.67%,83.33%,0.8333,9.2,11,12,0,0.00%,12,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-08 - Thứ 7,13,92.31%,92.31%,92.31%,0.9231,8.42,12,12,1,7.69%,13,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-04 - Thứ 3,13,100.00%,92.31%,92.31%,0.9231,6.17,12,13,0,0.00%,13,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-12 - Thứ 4,14,100.00%,85.71%,85.71%,0.8571,9.75,12,14,0,0.00%,14,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-17 - Thứ 2,14,100.00%,85.71%,78.57%,0.8571,6.91,12,14,0,0.00%,14,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-10 - Thứ 2,14,100.00%,100.00%,100.00%,1,2.71,14,14,0,0.00%,14,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-19 - Thứ 4,15,100.00%,93.33%,86.67%,0.9333,7.15,14,15,0,0.00%,15,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-27 - Thứ 5,15,100.00%,100.00%,100.00%,1,9.07,15,15,0,0.00%,15,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-03 - Thứ 2,15,100.00%,93.33%,46.67%,0.9333,7.86,14,15,0,0.00%,15,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-24 - Thứ 2,16,100.00%,100.00%,100.00%,1,8.44,16,16,0,0.00%,16,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,17,100.00%,100.00%,100.00%,1,5.71,17,17,0,0.00%,17,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,17,100.00%,94.12%,82.35%,0.8824,10.21,16,17,0,0.00%,17,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-05 - Thứ 4,18,100.00%,88.89%,72.22%,0.8889,10.77,16,18,0,0.00%,18,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-28 - Thứ 6,18,100.00%,100.00%,83.33%,0.8889,8.13,18,18,0,0.00%,18,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-06 - Thứ 5,18,100.00%,100.00%,66.67%,1,4.92,18,18,0,0.00%,18,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-13 - Thứ 5,20,100.00%,100.00%,75.00%,0.9,7.6,20,20,0,0.00%,20,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-22 - Thứ 7,22,100.00%,100.00%,81.82%,1,4.94,22,22,0,0.00%,22,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-29 - Thứ 7,22,100.00%,90.91%,72.73%,0.8636,7.27,20,22,0,0.00%,22,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-20 - Thứ 5,23,100.00%,100.00%,95.65%,0.9565,9.41,23,23,0,0.00%,23,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,23,100.00%,100.00%,100.00%,0.913,7.7,23,23,0,0.00%,23,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-11 - Thứ 3,23,100.00%,100.00%,91.30%,1,6.29,23,23,0,0.00%,23,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,28,100.00%,96.43%,85.71%,0.9286,6.88,27,28,0,0.00%,28,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Mới Ca 1,2026-08-14 - Thứ 6,28,100.00%,92.86%,71.43%,0.8571,6.6,26,28,0,0.00%,28,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-25 - Thứ 3,1,100.00%,0.00%,0.00%,0,0,0,1,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-12 - Thứ 4,1,100.00%,0.00%,0.00%,0,0,0,1,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-28 - Thứ 6,1,100.00%,0.00%,0.00%,0,0,0,1,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-20 - Thứ 5,2,100.00%,0.00%,0.00%,0,0,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-19 - Thứ 4,2,100.00%,50.00%,50.00%,0.5,51,1,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-27 - Thứ 5,2,100.00%,50.00%,50.00%,0,10,1,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-23 - Chủ Nhật,2,100.00%,0.00%,0.00%,0,0,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-22 - Thứ 7,2,100.00%,0.00%,0.00%,0,0,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-02 - Chủ Nhật,2,100.00%,0.00%,0.00%,0,0,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-09 - Chủ Nhật,2,100.00%,0.00%,0.00%,0,0,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-29 - Thứ 7,2,100.00%,50.00%,50.00%,0.5,15,1,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-07 - Thứ 6,2,100.00%,0.00%,0.00%,0,0,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-08 - Thứ 7,2,100.00%,0.00%,0.00%,0,0,0,2,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-24 - Thứ 2,3,100.00%,33.33%,0.00%,0.3333,0,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-17 - Thứ 2,3,100.00%,33.33%,33.33%,0.3333,26,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-05 - Thứ 4,3,100.00%,33.33%,33.33%,0.3333,25,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-11 - Thứ 3,3,100.00%,66.67%,66.67%,0,6,2,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-16 - Chủ Nhật,3,100.00%,33.33%,33.33%,0.3333,29,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-06 - Thứ 5,3,100.00%,33.33%,33.33%,0.3333,28,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-26 - Thứ 4,3,100.00%,66.67%,66.67%,0.6667,32.5,2,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-03 - Thứ 2,3,100.00%,33.33%,33.33%,0.3333,27,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-21 - Thứ 6,3,100.00%,33.33%,33.33%,0,11,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-04 - Thứ 3,3,100.00%,33.33%,33.33%,0.3333,33,1,3,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-10 - Thứ 2,4,100.00%,50.00%,50.00%,0,6,2,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-13 - Thứ 5,4,100.00%,50.00%,25.00%,0.5,25,2,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-14 - Thứ 6,4,100.00%,50.00%,50.00%,0.5,28,2,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-18 - Thứ 3,4,100.00%,25.00%,0.00%,0.25,0,1,4,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thuận Nam,Hàng Tồn,2026-08-15 - Thứ 7,5,100.00%,60.00%,60.00%,0.2,10,3,5,0,0.00%,0,Bình Thuận,NTB,AM Thủy
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-22 - Thứ 7,115,98.26%,86.09%,85.22%,0.8522,9.48,99,113,2,1.74%,115,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,83,96.39%,89.16%,84.34%,0.8675,6.91,74,80,3,3.61%,83,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-24 - Thứ 2,114,98.25%,84.21%,80.70%,0.8158,8.84,96,112,2,1.75%,114,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-20 - Thứ 5,114,100.00%,76.32%,76.32%,0.7632,9.18,87,114,0,0.00%,114,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-19 - Thứ 4,99,96.97%,86.87%,85.86%,0.8687,8.76,86,96,3,3.03%,99,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,141,97.87%,90.07%,90.07%,0.8865,9.48,127,138,3,2.13%,141,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-12 - Thứ 4,145,96.55%,89.66%,88.97%,0.8966,11.17,130,140,5,3.45%,145,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-17 - Thứ 2,142,92.25%,83.10%,81.69%,0.8169,9.1,118,131,11,7.75%,142,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-05 - Thứ 4,107,100.00%,87.85%,84.11%,0.8785,8.44,94,107,0,0.00%,107,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-29 - Thứ 7,99,100.00%,83.84%,81.82%,0.8384,8.31,83,99,0,0.00%,99,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-27 - Thứ 5,156,100.00%,84.62%,83.33%,0.8462,9.05,132,156,0,0.00%,156,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-03 - Thứ 2,229,99.56%,92.58%,91.70%,0.917,14.04,212,228,1,0.44%,229,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-07 - Thứ 6,141,99.29%,93.62%,87.94%,0.9291,8.54,132,140,1,0.71%,141,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-10 - Thứ 2,149,95.30%,82.55%,79.87%,0.8121,8.19,123,142,7,4.70%,149,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-15 - Thứ 7,127,94.49%,88.98%,88.19%,0.8898,7.37,113,120,7,5.51%,127,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-11 - Thứ 3,165,93.33%,87.27%,86.67%,0.8667,8.92,144,154,11,6.67%,165,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-23 - Chủ Nhật,137,98.54%,75.18%,71.53%,0.7518,7.16,103,135,2,1.46%,137,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-13 - Thứ 5,124,98.39%,79.84%,79.84%,0.7984,10.93,99,122,2,1.61%,124,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-25 - Thứ 3,194,99.48%,82.99%,74.74%,0.768,7.84,161,193,1,0.52%,194,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-21 - Thứ 6,138,100.00%,81.88%,80.43%,0.8116,7.5,113,138,0,0.00%,138,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-08 - Thứ 7,156,98.72%,90.38%,87.82%,0.8974,8.97,141,154,2,1.28%,156,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,122,90.98%,78.69%,75.41%,0.7705,9.75,96,111,11,9.02%,122,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-28 - Thứ 6,119,99.16%,85.71%,84.87%,0.8487,8.58,102,118,1,0.84%,119,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-06 - Thứ 5,111,99.10%,90.09%,88.29%,0.8919,9,100,110,1,0.90%,111,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-14 - Thứ 6,120,97.50%,90.00%,87.50%,0.9,10.37,108,117,3,2.50%,120,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-18 - Thứ 3,118,90.68%,78.81%,77.97%,0.7797,9.97,93,107,11,9.32%,118,Bình Thuận,NTB,AM Khánh
NTB - Bình Thuận,(BTH) Hàm Thắng,Hàng Mới Ca 1,2026-08-04 - Thứ 3,141,99.29%,95.04%,91.49%,0.9433,12.19,134,140,1,0.71%,141,Bình Thuận,NTB,AM Khánh
